0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
61;0;0;25;0;0;0;0;0
153;0;0;68;0;0;0;0;0
242;0;0;101;0;0;0;0;0
326;0;0;131;0;0;0;0;0
782;0;0;325;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0
20;0;0;0;0;0;0;0;0
42;0;0;6;0;0;0;0;0
80;0;0;5;0;0;1;0;0
116;0;0;13;0;0;0;0;0
258;0;0;24;0;0;1;0;0
